created_at,entry_id,field1,field2,field3,field4
2024-04-15T00:00:00+0000,14,89,,,
2024-04-15T00:05:00+0000,15,46,,,
2024-04-15T00:10:00+0000,16,77,,,
2024-04-15T00:15:00+0000,17,57,,,
2024-04-15T00:20:00+0000,18,16,,,
2024-04-15T00:25:00+0000,19,7,,,
2024-04-15T00:30:00+0000,20,0,,,
2024-04-15T00:35:00+0000,21,90,,,
2024-04-15T00:40:00+0000,22,51,,,
2024-04-15T00:45:00+0000,23,51,,,
2024-04-15T00:50:00+0000,24,48,,,
2024-04-15T00:55:00+0000,25,75,,,
2024-04-15T01:00:00+0000,26,65,,,
2024-04-15T01:05:00+0000,27,53,,,
2024-04-15T01:10:00+0000,28,77,,,
2024-04-15T01:15:00+0000,29,4,,,
2024-04-15T01:20:00+0000,30,59,,,
2024-04-15T01:25:00+0000,31,64,,,
2024-04-15T01:30:00+0000,32,94,,,
2024-04-15T01:35:00+0000,33,38,,,
2024-04-15T01:40:00+0000,34,94,,,
2024-04-15T01:45:00+0000,35,52,,,
2024-04-15T01:50:00+0000,36,53,,,
2024-04-15T01:55:00+0000,37,41,,,
2024-04-15T02:00:00+0000,38,23,,,
2024-04-15T02:05:00+0000,39,86,,,
2024-04-15T02:10:00+0000,40,53,,,
2024-04-15T02:15:00+0000,41,88,,,
2024-04-15T02:20:00+0000,42,37,,,
2024-04-15T02:25:00+0000,43,76,,,
2024-04-15T02:30:00+0000,44,39,,,
2024-04-15T02:35:00+0000,45,31,,,
2024-04-15T02:40:00+0000,46,80,,,
2024-04-15T02:45:00+0000,47,17,,,
2024-04-15T02:50:00+0000,48,82,,,
2024-04-15T02:55:00+0000,49,39,,,
2024-04-15T03:00:00+0000,50,37,,,
2024-04-15T03:05:00+0000,51,20,,,
2024-04-15T03:10:00+0000,52,38,,,
2024-04-15T03:15:00+0000,53,43,,,
2024-04-15T03:20:00+0000,54,91,,,
2024-04-15T03:25:00+0000,55,22,,,
2024-04-15T03:30:00+0000,56,99,,,
2024-04-15T03:35:00+0000,57,37,,,
2024-04-15T03:40:00+0000,58,99,,,
2024-04-15T03:45:00+0000,59,41,,,
2024-04-15T03:50:00+0000,60,57,,,
2024-04-15T03:55:00+0000,61,45,,,
2024-04-15T04:00:00+0000,62,30,,,
2024-04-15T04:05:00+0000,63,39,,,
2024-04-15T04:10:00+0000,64,48,,,
2024-04-15T04:15:00+0000,65,42,,,
2024-04-15T04:20:00+0000,66,75,,,
2024-04-15T04:25:00+0000,67,4,,,
2024-04-15T04:30:00+0000,68,59,,,
2024-04-15T04:35:00+0000,69,55,,,
2024-04-15T04:40:00+0000,70,72,,,
2024-04-15T04:45:00+0000,71,16,,,
2024-04-15T04:50:00+0000,72,52,,,
2024-04-15T04:55:00+0000,73,44,,,
2024-04-15T05:00:00+0000,74,21,,,
2024-04-15T05:05:00+0000,75,24,,,
2024-04-15T05:10:00+0000,76,46,,,
2024-04-15T05:15:00+0000,77,24,,,
2024-04-15T05:20:00+0000,78,72,,,
2024-04-15T05:25:00+0000,79,84,,,
2024-04-15T05:30:00+0000,80,65,,,
2024-04-15T05:35:00+0000,81,58,,,
2024-04-15T05:40:00+0000,82,79,,,
2024-04-15T05:45:00+0000,83,57,,,
2024-04-15T05:50:00+0000,84,28,,,
2024-04-15T05:55:00+0000,85,26,,,
2024-04-15T06:00:00+0000,86,48,,,
2024-04-15T06:05:00+0000,87,84,,,
2024-04-15T06:10:00+0000,88,82,,,
2024-04-15T06:15:00+0000,89,55,,,
2024-04-15T06:20:00+0000,90,10,,,
2024-04-15T06:25:00+0000,91,60,,,
2024-04-15T06:30:00+0000,92,90,,,
2024-04-15T06:35:00+0000,93,46,,,
2024-04-15T06:40:00+0000,94,95,,,
2024-04-15T06:45:00+0000,95,35,,,
2024-04-15T06:50:00+0000,96,29,,,
2024-04-15T06:55:00+0000,97,98,,,
2024-04-15T07:00:00+0000,98,38,,,
2024-04-15T07:05:00+0000,99,17,,,
2024-04-15T07:10:00+0000,100,92,,,
2024-04-15T07:15:00+0000,101,44,,,
2024-04-15T07:20:00+0000,102,26,,,
2024-04-15T07:25:00+0000,103,67,,,
2024-04-15T07:30:00+0000,104,25,,,
2024-04-15T07:35:00+0000,105,36,,,
2024-04-15T07:40:00+0000,106,54,,,
2024-04-15T07:45:00+0000,107,6,,,
2024-04-15T07:50:00+0000,108,15,,,
2024-04-15T07:55:00+0000,109,47,,,
2024-04-15T08:00:00+0000,110,10,,,
2024-04-15T08:05:00+0000,111,2,,,
2024-04-15T08:10:00+0000,112,24,,,
2024-04-15T08:15:00+0000,113,34,,,
2024-04-15T08:20:00+0000,114,2,,,
2024-04-15T08:25:00+0000,115,99,,,
2024-04-15T08:30:00+0000,116,52,,,
2024-04-15T08:35:00+0000,117,4,,,
2024-04-15T08:40:00+0000,118,29,,,
2024-04-15T08:45:00+0000,119,26,,,
2024-04-15T08:50:00+0000,120,86,,,
2024-04-15T08:55:00+0000,121,25,,,
2024-04-15T09:00:00+0000,122,7,,,
2024-04-15T09:05:00+0000,123,77,,,
2024-04-15T09:10:00+0000,124,2,,,
2024-04-15T09:15:00+0000,125,42,,,
2024-04-15T09:20:00+0000,126,71,,,
2024-04-15T09:25:00+0000,127,32,,,
2024-04-15T09:30:00+0000,128,54,,,
2024-04-15T09:35:00+0000,129,15,,,
2024-04-15T09:40:00+0000,130,49,,,
2024-04-15T09:45:00+0000,131,37,,,
2024-04-15T09:50:00+0000,132,49,,,
2024-04-15T09:55:00+0000,133,60,,,
2024-04-15T10:00:00+0000,134,75,,,
2024-04-15T10:05:00+0000,135,11,,,
2024-04-15T10:10:00+0000,136,88,,,
2024-04-15T10:15:00+0000,137,63,,,
2024-04-15T10:20:00+0000,138,83,,,
2024-04-15T10:25:00+0000,139,96,,,
2024-04-15T10:30:00+0000,140,14,,,
2024-04-15T10:35:00+0000,141,37,,,
2024-04-15T10:40:00+0000,142,47,,,
2024-04-15T10:45:00+0000,143,30,,,
2024-04-15T10:50:00+0000,144,32,,,
2024-04-15T10:55:00+0000,145,47,,,
2024-04-15T11:00:00+0000,146,62,,,
2024-04-15T11:05:00+0000,147,22,,,
2024-04-15T11:10:00+0000,148,73,,,
2024-04-15T11:15:00+0000,149,75,,,
2024-04-15T11:20:00+0000,150,13,,,
2024-04-15T11:25:00+0000,151,54,,,
2024-04-15T11:30:00+0000,152,69,,,
2024-04-15T11:35:00+0000,153,80,,,
2024-04-15T11:40:00+0000,154,88,,,
2024-04-15T11:45:00+0000,155,64,,,
2024-04-15T11:50:00+0000,156,22,,,
2024-04-15T11:55:00+0000,157,27,,,
2024-04-15T12:00:00+0000,158,72,,,
2024-04-15T12:05:00+0000,159,35,,,
2024-04-15T12:10:00+0000,160,58,,,
2024-04-15T12:15:00+0000,161,34,,,
2024-04-15T12:20:00+0000,162,10,,,
2024-04-15T12:25:00+0000,163,32,,,
2024-04-15T12:30:00+0000,164,13,,,
2024-04-15T12:35:00+0000,165,29,,,
2024-04-15T12:40:00+0000,166,21,,,
2024-04-15T12:45:00+0000,167,46,,,
2024-04-15T12:50:00+0000,168,86,,,
2024-04-15T12:55:00+0000,169,51,,,
2024-04-15T13:00:00+0000,170,24,,,
2024-04-15T13:05:00+0000,171,47,,,
2024-04-15T13:10:00+0000,172,75,,,
2024-04-15T13:15:00+0000,173,87,,,
2024-04-15T13:20:00+0000,174,98,,,
2024-04-15T13:25:00+0000,175,92,,,
2024-04-15T13:30:00+0000,176,42,,,
2024-04-15T13:35:00+0000,177,76,,,
2024-04-15T13:40:00+0000,178,65,,,
2024-04-15T13:45:00+0000,179,48,,,
2024-04-15T13:50:00+0000,180,72,,,
2024-04-15T13:55:00+0000,181,80,,,
2024-04-15T14:00:00+0000,182,69,,,
2024-04-15T14:05:00+0000,183,53,,,
2024-04-15T14:10:00+0000,184,85,,,
2024-04-15T14:15:00+0000,185,15,,,
2024-04-15T14:20:00+0000,186,70,,,
2024-04-15T14:25:00+0000,187,93,,,
2024-04-15T14:30:00+0000,188,66,,,
2024-04-15T14:35:00+0000,189,13,,,
2024-04-15T14:40:00+0000,190,26,,,
2024-04-15T14:45:00+0000,191,14,,,
2024-04-15T14:50:00+0000,192,27,,,
2024-04-15T14:55:00+0000,193,83,,,
2024-04-15T15:00:00+0000,194,64,,,
2024-04-15T15:05:00+0000,195,1,,,
2024-04-15T15:10:00+0000,196,64,,,
2024-04-15T15:15:00+0000,197,45,,,
2024-04-15T15:20:00+0000,198,46,,,
2024-04-15T15:25:00+0000,199,21,,,
2024-04-15T15:30:00+0000,200,9,,,
2024-04-15T15:35:00+0000,201,13,,,
2024-04-15T15:40:00+0000,202,77,,,
2024-04-15T15:45:00+0000,203,29,,,
2024-04-15T15:50:00+0000,204,5,,,
2024-04-15T15:55:00+0000,205,14,,,
2024-04-15T16:00:00+0000,206,31,,,
2024-04-15T16:05:00+0000,207,31,,,
2024-04-15T16:10:00+0000,208,27,,,
2024-04-15T16:15:00+0000,209,88,,,
2024-04-15T16:20:00+0000,210,99,,,
2024-04-15T16:25:00+0000,211,54,,,
2024-04-15T16:30:00+0000,212,34,,,
2024-04-15T16:35:00+0000,213,25,,,
2024-04-15T16:40:00+0000,214,15,,,
2024-04-15T16:45:00+0000,215,5,,,
2024-04-15T16:50:00+0000,216,60,,,
2024-04-15T16:55:00+0000,217,48,,,
2024-04-15T17:00:00+0000,218,75,,,
2024-04-15T17:05:00+0000,219,44,,,
2024-04-15T17:10:00+0000,220,69,,,
2024-04-15T17:15:00+0000,221,61,,,
2024-04-15T17:20:00+0000,222,16,,,
2024-04-15T17:25:00+0000,223,14,,,
2024-04-15T17:30:00+0000,224,33,,,
2024-04-15T17:35:00+0000,225,76,,,
2024-04-15T17:40:00+0000,226,64,,,
2024-04-15T17:45:00+0000,227,75,,,
2024-04-15T17:50:00+0000,228,61,,,
2024-04-15T17:55:00+0000,229,8,,,
2024-04-15T18:00:00+0000,230,74,,,
2024-04-15T18:05:00+0000,231,52,,,
2024-04-15T18:10:00+0000,232,43,,,
2024-04-15T18:15:00+0000,233,59,,,
2024-04-15T18:20:00+0000,234,27,,,
2024-04-15T18:25:00+0000,235,99,,,
2024-04-15T18:30:00+0000,236,91,,,
2024-04-15T18:35:00+0000,237,61,,,
2024-04-15T18:40:00+0000,238,27,,,
2024-04-15T18:45:00+0000,239,47,,,
2024-04-15T18:50:00+0000,240,45,,,
2024-04-15T18:55:00+0000,241,55,,,
2024-04-15T19:00:00+0000,242,97,,,
2024-04-15T19:05:00+0000,243,76,,,
2024-04-15T19:10:00+0000,244,50,,,
2024-04-15T19:15:00+0000,245,5,,,
2024-04-15T19:20:00+0000,246,93,,,
2024-04-15T19:25:00+0000,247,82,,,
2024-04-15T19:30:00+0000,248,40,,,
2024-04-15T19:35:00+0000,249,100,,,
2024-04-15T19:40:00+0000,250,87,,,
2024-04-15T19:45:00+0000,251,70,,,
2024-04-15T19:50:00+0000,252,7,,,
2024-04-15T19:55:00+0000,253,65,,,
2024-04-15T20:00:00+0000,254,57,,,
2024-04-15T20:05:00+0000,255,5,,,
2024-04-15T20:10:00+0000,256,43,,,
2024-04-15T20:15:00+0000,257,68,,,
2024-04-15T20:20:00+0000,258,27,,,
2024-04-15T20:25:00+0000,259,54,,,
